"INDICADOR" "NOTA" "DESDE" "HASTA"
"Cambios en las reservas netas (balanza de pagos, US$ a precios actuales)" "Los cambios en reservas netas comprenden la variación neta de las tenencias de reservas internacionales de un país como resultado de las transacciones de las cuentas financieras, corriente y de capital. Estas incluyen las variaciones en la tenencia de oro monetario, DEG, activos en divisas, posición de reserva en el Fondo Monetario Internacional y otros activos frente a no residentes que están a disposición de la autoridad central. La medida es neta del pasivo que constituye las reservas de autoridades extranjeras y rubros de contrapartida de las variaciones por revaloración y rubros de financiamiento excepcionales. Datos en US$ a precios actuales." 1976 2017
"Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (% del PIB)" "Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad." 1986 2007
"Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (UMN actual)" "Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad." 1986 2007
"Cargos del FMI (pago de intereses [INT], US$ a precios actuales)" "Los cargos del FMI abarcan los pagos de intereses respecto de todos los usos de recursos del FMI, excluidos aquellos resultantes de los giros en el tramo de reserva. Datos en US$ a precios actuales." 1970 2017
"Cargos por el uso de propiedad intelectual, pagos (balanza de pagos, US$ a precios actuales)" "Las regalias y tarifas de licencia son pagos y cobros entre residentes y no residentes por el uso autorizado de activos intangibles, no financieros, no fabricados, y derechos de propiedad (como patentes, derechos de autor, marcas registradas, procesos industriales y franquicias) y por el uso, en virtud de contratos de licencia, de originales producidos de prototipos (como películas y manuscritos). Datos en US$ a precios actuales." 1976 2017
"Cargos por el uso de propiedad intelectual, recibos (balanza de pagos, US$ a precios actuales)" "Las regalias y tarifas de licencia son pagos y cobros entre residentes y no residentes por el uso autorizado de activos intangibles, no financieros, no fabricados, y derechos de propiedad (como patentes, derechos de autor, marcas registradas, procesos industriales y franquicias) y por el uso, en virtud de contratos de licencia, de originales producidos de prototipos (como películas y manuscritos). Datos en US$ a precios actuales." 1999 2017
"Causa de muerte, por enfermedades no transmisibles (% del total)" "Cause of death refers to the share of all deaths for all ages by underlying causes. Non-communicable diseases include cancer, diabetes mellitus, cardiovascular diseases, digestive diseases, skin diseases, musculoskeletal diseases, and congenital anomalies." 2000 2016
"Causa de muerte, por enfermedades transmisibles y condiciones maternales, prenatales y en materia de nutrición (% del total)" "Cause of death refers to the share of all deaths for all ages by underlying causes. Communicable diseases and maternal, prenatal and nutrition conditions include infectious and parasitic diseases, respiratory infections, and nutritional deficiencies such as underweight and stunting." 2000 2016
"Causa de muerte, por lesiones (% del total)" "Cause of death refers to the share of all deaths for all ages by underlying causes. Injuries include unintentional and intentional injuries." 2000 2016
"Cobertura de agencias de información privadas (% de adultos)" "La cobertura de agencias de información privadas indica la cantidad de personas o empresas listadas por una agencia de información privada con información actual sobre el historial de reembolsos, deuda impaga o crédito pendiente. La cantidad se expresa como porcentaje de la población adulta." 2004 2018
"Cobertura de la terapia antirretroviral para la prevención de la transmisión de madre a hijo (% de mujeres embarazadas que viven con el VIH)" "Percentage of pregnant women with HIV who receive antiretroviral medicine for prevention of mother-to-child transmission (PMTCT)." 2010 2017
"Cobertura de los programas de medidas de protección social (% de la población)" "Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries." 2006 2012
"Cobertura de los programas de medidas de protección social en el cuarto quintil (% de la población)" "Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries." 2006 2012
"Cobertura de los programas de medidas de protección social en el quintil más pobre (% de la población)" "Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries." 2006 2012
"Cobertura de los programas de medidas de protección social en el quintil más rico (% de la población)" "Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries." 2006 2012
"Cobertura de los programas de medidas de protección social en el segundo quintil (% de la población)" "Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries." 2006 2012
